Dialect,AI model,Domain,Dialectal question,Dialectal answer,Italian question,Italian answer,Full text
Roman,Gemini 2.5 - flash,literature,Come ereno de carattere le fije der padre?,"Le due più granne ereno cattive de core, crapicciose e scontente quanto mai; la più piccola invece era 'na pasta de mèle.",Com'erano di carattere le figlie del padre?,"Le due più grandi erano cattive di cuore, capricciose e scontente come non mai; la più piccola invece era una pasta di miele.","C'era 'na vorta un padre che ciaveva tre fije. Le due più granne ereno cattive de core, crapicciose e scontente quanto mai; la più piccola invece era 'na pasta de mèle. Siccome er padre faceva er mercante, annava giranno da un paese all'antro pe' le fiere. Un giorno, siccome doveva fa' un viaggio più longo, chiamò tutt'e tre le fije, e je disse: - Che vvolete che vve porti pe' rigalo da la fiera? La più granne je disse: - Io vojo un ber abbito de seta. La mezzana: - Io vojo un ber cappello co' le penne. E tu che vôi?. fece er padre a quella più ciuca. A me. j'arispose quella. portateme un vaso de pèrsa. Nun vôi antro?. je fece er padre. E lei j'arispose de no. Allora le baciò, j'ariccommannò d'esse bône, de nun attaccà' lite tra de loro, e se n'agnede."
Roman,Gemini 2.5 - flash,literature,E la fia più ciuca che regalo chiese ar padre?,portateme un vaso de pèrsa.,E la figlia più piccola che regalo chiese al padre?,Portami un vaso di pesco.,"C'era 'na vorta un padre che ciaveva tre fije. Le due più granne ereno cattive de core, crapicciose e scontente quanto mai; la più piccola invece era 'na pasta de mèle. Siccome er padre faceva er mercante, annava giranno da un paese all'antro pe' le fiere. Un giorno, siccome doveva fa' un viaggio più longo, chiamò tutt'e tre le fije, e je disse: - Che vvolete che vve porti pe' rigalo da la fiera? La più granne je disse: - Io vojo un ber abbito de seta. La mezzana: - Io vojo un ber cappello co' le penne. E tu che vôi?. fece er padre a quella più ciuca. A me. j'arispose quella. portateme un vaso de pèrsa. Nun vôi antro?. je fece er padre. E lei j'arispose de no. Allora le baciò, j'ariccommannò d'esse bône, de nun attaccà' lite tra de loro, e se n'agnede."
Roman,Gemini 2.5 - flash,literature,Che istruzzioni precise je dà pe' liberarse der sacco?,"Méttetelo in collo, e senza fatte accorge' da gnisuno, bbuttel'a fiume.",Quali istruzioni precise gli dà per liberarsi del sacco?,"Mettitelo in collo, e senza farti accorgere da nessuno, buttalo a fiume.","Infatti pija uno de 'sti gobbi, te lo schiaffa drento a un sacco, chiama un facchino e je dice: - Senti, qua drento 'sto sacco c'è un ladro che ho ammazzato intanto che stava a rubbà' le gioje de la riggina. Méttetelo in collo, e senza fatte accorge' da gnisuno, bbuttel'a fiume. Quanno arivienghi poi penserò a tte. Er facchino se carica er sacco e s'incammina verso fiume. Intanto la cammeriera, forcuta in saccoccia, schiaffa er siconno gobbo drent'a un antro sacco, e lo mette accanto a la porta. Ariva er facchino pe' esse' pagato, e la cammeriera je fa: - Come vôi che tte paghi si er gobbo sta incora qua? Er facchino fece: - Ma cche davero famo li giôchi? Io ve dico che l'ho bbuttato a ffiume. La cammeriera je fece: - È segno che nun ce l'hai bbuttato bbene; si nno' nu' starebbe quì."
Roman,Gemini 2.5 - flash,literature,"Quanno er facchino dice d'avello buttato, che je risponne la cammeriera quanno vede n'artro gobbo?",È segno che nun ce l'hai bbuttato bbene; si nno' nu' starebbe quì.,"Quando il facchino dice di averlo buttato, che gli risponde la cameriera quando vede un altro gobbo?",È segno che non ce l'hai buttato bene; se no non starebbe qui.,"Infatti pija uno de 'sti gobbi, te lo schiaffa drento a un sacco, chiama un facchino e je dice: - Senti, qua drento 'sto sacco c'è un ladro che ho ammazzato intanto che stava a rubbà' le gioje de la riggina. Méttetelo in collo, e senza fatte accorge' da gnisuno, bbuttel'a fiume. Quanno arivienghi poi penserò a tte. Er facchino se carica er sacco e s'incammina verso fiume. Intanto la cammeriera, forcuta in saccoccia, schiaffa er siconno gobbo drent'a un antro sacco, e lo mette accanto a la porta. Ariva er facchino pe' esse' pagato, e la cammeriera je fa: - Come vôi che tte paghi si er gobbo sta incora qua? Er facchino fece: - Ma cche davero famo li giôchi? Io ve dico che l'ho bbuttato a ffiume. La cammeriera je fece: - È segno che nun ce l'hai bbuttato bbene; si nno' nu' starebbe quì."
Roman,Gemini 2.5 - flash,literature,"Na vorta che er côco stava a aspettà de portà er cibo in tavola, che animale se posò su la finestra?",una palommella je se posò su la finestra de la cucina,"Una volta che il cuoco stava aspettando di portare il cibo in tavola, che animale si posò sulla finestra?",Una colombella gli si posò sulla finestra della cucina,"Fintanto che aveva bbell'e ppreparato tutto, e mmentre stav'aspettanno er momento de portà' in tavola, 'na palommella je se posò su la finestra de la cucina e j'incominciò a ddi': - Côco côco, de la mala cucina, che fa e' re co' la mora saracina? Che tte possi addormentà', e tutto l'arosto te se possi abbrucià'. Er côco infatti s'addormì', e je s'abbruciò tutto er da magnà'. Figuràteve si cche paturgne che je prèseno a' re! Arinvitò tutta quela ggente p'er giorno appresso e ffece fa un pranzo tre vorte ppiù mejo de quello der giorno avanti. Ma mentre er côco stava cucinanno, arivenne quela palommella e je fece: - Côco côco de la mala cucina, che fa e' re co' la mora saracina? Che tte possi addormentà, e tutto l'arosto te se possi abbrucià'. Er côco s'addormì' e puro quer giorno je s'abbruciò 'gni cosa."
Roman,Gemini 2.5 - flash,literature,"Doppo er disastro, che fece er re pe' riparà' e pe' fa' un pranzo mejo?",Arinvitò tutta quela ggente p'er giorno appresso e ffece fa un pranzo tre vorte ppiù mejo de quello der giorno avanti.,"Dopo il disastro, che fece il re per riparare e per fare un pranzo migliore?",Reinvitò tutta quella gente per il giorno successivo e fece fare un pranzo tre volte più buono di quello del giorno prima.,"Fintanto che aveva bbell'e ppreparato tutto, e mmentre stav'aspettanno er momento de portà' in tavola, 'na palommella je se posò su la finestra de la cucina e j'incominciò a ddi': - Côco côco, de la mala cucina, che fa e' re co' la mora saracina? Che tte possi addormentà', e tutto l'arosto te se possi abbrucià'. Er côco infatti s'addormì', e je s'abbruciò tutto er da magnà'. Figuràteve si cche paturgne che je prèseno a' re! Arinvitò tutta quela ggente p'er giorno appresso e ffece fa un pranzo tre vorte ppiù mejo de quello der giorno avanti. Ma mentre er côco stava cucinanno, arivenne quela palommella e je fece: - Côco côco de la mala cucina, che fa e' re co' la mora saracina? Che tte possi addormentà, e tutto l'arosto te se possi abbrucià'. Er côco s'addormì' e puro quer giorno je s'abbruciò 'gni cosa."
Roman,Gemini 2.5 - flash,literature,Chi je diede da bbeve alla bbella regazza quanno je chiese de 'na bevuta?,er fijo de' re je diede da bbeve.,Chi diede da bere alla bella ragazza quando chiese una bevuta?,Il figlio del re le diede da bere.,"Chiama l'oste, se fa da 'na cammera, ce se fa portà' drento una bottija d'acqua e vino, e poi roppe er merangolo. A quanto uscì fora 'na bbella regazza, cento vorte ppiù bbella de quella de prima, che je fa: - Séte, séte; c'è dda bbeve?. Sì. E er fijo de' re je diede da bbeve. Allora lei je se messe a ssede' accanto; e incominciorno a attaccà' discorso. Da 'na cosa a n'antra fintanto che, siccome lei era tutta ignuda, er fijo de' re je fece, dice: - Sènteme; siccome in corte da me' padre, in 'sto modo che qui nun te ce posso portà', sai che famo? Tu aspetteme qui pe' ttutta 'sta notte."
Roman,Gemini 2.5 - flash,literature,"Dopo che er fijo de' re disse che nun la poteva portà' in corte, che je chiese de fa'?",Tu aspetteme qui pe' ttutta 'sta notte.,"Dopo che il figlio del re disse che non la poteva portare in corte, che cosa le chiese di fare?",Tu aspettami qui per tutta questa notte.,"Chiama l'oste, se fa da 'na cammera, ce se fa portà' drento una bottija d'acqua e vino, e poi roppe er merangolo. A quanto uscì fora 'na bbella regazza, cento vorte ppiù bbella de quella de prima, che je fa: - Séte, séte; c'è dda bbeve?. Sì. E er fijo de' re je diede da bbeve. Allora lei je se messe a ssede' accanto; e incominciorno a attaccà' discorso. Da 'na cosa a n'antra fintanto che, siccome lei era tutta ignuda, er fijo de' re je fece, dice: - Sènteme; siccome in corte da me' padre, in 'sto modo che qui nun te ce posso portà', sai che famo? Tu aspetteme qui pe' ttutta 'sta notte."
Roman,Gemini 2.5 - flash,literature,"Che je disse er padre quanno tornò, pe' famme capì che portava quarcosa de bello?","so' arivenuto, ma si sapessi che bbella cosa che ve porto!","Cosa disse il padre quando tornò, per farmi capire che portava qualcosa di bello?","Sono tornato, ma se sapessi che bella cosa che vi porto!","Ma nun avete capito che nun ve ce volemo?. Fija mia,. je fece er padre. so' arivenuto, ma si sapessi che bbella cosa che ve porto!. Sì! quarche scusa solita p'aritornà' a casa!. No, no;. je fece er padre. annamo sur ar tavolino che te faccio vede'. Quanno fu davanti a la tavola se cacciò la sarvietta da la saccoccia e ffece a la fija, de' a 'sta sarvietta: «sarvietta apparecchia.» La fija je lo disse tre o quattro vorte, ma la sarvietta gnente. Allora a le fije j'incominciorno a sartà' le lune, ne ridisseno ar padre quante je ne poteveno de', e ricacciorno quer povero vecchio un'antra vorta da casa. Quer poveraccio s'arimesse in cammino, je s'arifece notte e s'arimesse a ssede' sur sasso de l'antra vorta. Ariècchete fàjese avanti quer vecchietto che je fa: - Ma ccome, ancora stai qua?."
Roman,Gemini 2.5 - flash,literature,"Che fecero le fije ar poveraccio n'antra vorta, doppo che la sarvietta nun funzionò?",ricacciorno quer povero vecchio un'antra vorta da casa.,"Cosa fecero le figlie al poveraccio un'altra volta, dopo che la salvietta non funzionò?",Ricacciarono quel povero vecchio un'altra volta da casa.,"Ma nun avete capito che nun ve ce volemo?. Fija mia,. je fece er padre. so' arivenuto, ma si sapessi che bbella cosa che ve porto!. Sì! quarche scusa solita p'aritornà' a casa!. No, no;. je fece er padre. annamo sur ar tavolino che te faccio vede'. Quanno fu davanti a la tavola se cacciò la sarvietta da la saccoccia e ffece a la fija, de' a 'sta sarvietta: «sarvietta apparecchia.» La fija je lo disse tre o quattro vorte, ma la sarvietta gnente. Allora a le fije j'incominciorno a sartà' le lune, ne ridisseno ar padre quante je ne poteveno de', e ricacciorno quer povero vecchio un'antra vorta da casa. Quer poveraccio s'arimesse in cammino, je s'arifece notte e s'arimesse a ssede' sur sasso de l'antra vorta. Ariècchete fàjese avanti quer vecchietto che je fa: - Ma ccome, ancora stai qua?."
Roman,Gemini 2.5 - flash,literature,"Mentre stavano a mmagnà, che intoppo c'è stato co le bevande?","sur più mejo der pranzo, quant'ecchete che je finisce er vino","Mentre stavano mangiando, che intoppo c'è stato con le bevande?","sul più bello del pranzo, ecco che gli finisce il vino","C'era 'na vorta moje e mmarito che ciaveveno 'na fija femmina, che l'aveveno trova a mmarità'. Ecchete ch'ariva er giorno de lo sposalizio. Inviteno tutti li parenti e se metteno, doppo sposato, a mmagnà. Ma, sur più mejo der pranzo, quant'ecchete che je finisce er vino. Er padre fece a la fija, che sarebbe stata la spósa, dice: - Va giù in cantina a caccià' er vino. La spósa se ne va in cantina, mette la bottija sotto 'na botte, opre la cavola, e la bottija s'incomincia a empì'. Mentre stava de bbene e mejo a aspettà' che la bottija se fusse empîta, incominciò a pensa': - Oggi me so' accasata, de qui a nove mesi ciaverò un fijo che je metterò nnome Cicco Petrillo; lo vestirò, lo carzerò, lui me diventerà grannicello... e si Cicco Petrillo me se môre? Ah! povero fijo mio!"
Roman,Gemini 2.5 - flash,literature,"Che previsione fa la sposa su un su' futuro fijo, e che nome je vorebbe dà?",de qui a nove mesi ciaverò un fijo che je metterò nnome Cicco Petrillo,"Che previsione fa la sposa su un suo futuro figlio, e che nome gli vorrebbe dare?",di qui a nove mesi avrò un figlio a cui metterò nome Cicco Petrillo,"C'era 'na vorta moje e mmarito che ciaveveno 'na fija femmina, che l'aveveno trova a mmarità'. Ecchete ch'ariva er giorno de lo sposalizio. Inviteno tutti li parenti e se metteno, doppo sposato, a mmagnà. Ma, sur più mejo der pranzo, quant'ecchete che je finisce er vino. Er padre fece a la fija, che sarebbe stata la spósa, dice: - Va giù in cantina a caccià' er vino. La spósa se ne va in cantina, mette la bottija sotto 'na botte, opre la cavola, e la bottija s'incomincia a empì'. Mentre stava de bbene e mejo a aspettà' che la bottija se fusse empîta, incominciò a pensa': - Oggi me so' accasata, de qui a nove mesi ciaverò un fijo che je metterò nnome Cicco Petrillo; lo vestirò, lo carzerò, lui me diventerà grannicello... e si Cicco Petrillo me se môre? Ah! povero fijo mio!"
Roman,Gemini 2.5 - flash,literature,Perché la regazza vojeva fatte levà st'affatatura?,"nun ciò più ni anello, ni velo, ni pianella",Perché la ragazza voleva farti togliere questa fatica?,"non ho più né anello, né velo, né pianella","E quella je fa: - Allora curete da' re e dditeje che qua drento c'è vvienuto un marco ch'avuto er core d' ammazzà' l'esercito e la lupa, e dde levamme l'affatatura a me; perchè nun ciò più ni anello, ni velo, ni pianella. Figuràteve un po' la contentezza de' re quanno seppe 'sta nôva! Fece subito mette l'affissi pe' tutto er paese: «che chi se fusse appresentato come er sarvatore de la fija, lui je l'averebbe data pe' spòsa, si ppuro fusse stato 'no straccione». Er napoletano intanto lòcco lòcco se n'era aritornato da li compagni; e siccome s'era fatto giorno, li chiamò. Quelli ammalappena se furno svejati che viddeno ch'era giorno, je feceno: - Perchè nun ciai chiamati p'arinnovà' la guardia? Er napoletano pe' nu' staje a ricontà' gni cosa, je fece: - Intanto nun avevo sonno. E la cosa finì accusì."
Roman,Gemini 2.5 - flash,literature,Che c'era scritto in quegli affissi che er re aveva fatto mette pe' tutto er paese?,"che chi se fusse appresentato come er sarvatore de la fija, lui je l'averebbe data pe' spòsa, si ppuro fusse stato 'no straccione",Cosa c'era scritto in quegli affissi che il re aveva fatto mettere per tutto il paese?,"che chi si fosse presentato come il salvatore della figlia, lui gliel'avrebbe data in sposa, anche se fosse stato uno straccione","E quella je fa: - Allora curete da' re e dditeje che qua drento c'è vvienuto un marco ch'avuto er core d' ammazzà' l'esercito e la lupa, e dde levamme l'affatatura a me; perchè nun ciò più ni anello, ni velo, ni pianella. Figuràteve un po' la contentezza de' re quanno seppe 'sta nôva! Fece subito mette l'affissi pe' tutto er paese: «che chi se fusse appresentato come er sarvatore de la fija, lui je l'averebbe data pe' spòsa, si ppuro fusse stato 'no straccione». Er napoletano intanto lòcco lòcco se n'era aritornato da li compagni; e siccome s'era fatto giorno, li chiamò. Quelli ammalappena se furno svejati che viddeno ch'era giorno, je feceno: - Perchè nun ciai chiamati p'arinnovà' la guardia? Er napoletano pe' nu' staje a ricontà' gni cosa, je fece: - Intanto nun avevo sonno. E la cosa finì accusì."
Roman,Gemini 2.5 - flash,literature,"Che cosa diceva la vecchia più grande, preoccupata pe' l'ora e pe' li mariti loro?",È sònata mezzanotte e li mariti nostri nun se vedeno.,"Cosa diceva la vecchia più anziana, preoccupata per l'ora e per i loro mariti?",È suonata mezzanotte e i nostri mariti non si vedono.,"Ce s'avvicina piano piano, mette l'occhio ar bucio de la seratura, vede tre vvecchie che discorèveno. Se mette a ssentì', e quella più granne diceva: - È sònata mezzanotte e li mariti nostri nun se vedeno. J'avesse da esse' successa quarche cosa? Guasi guasi sarebbe giro d'annaje un po' incontro: che ne dite?. Annamo sicuro. j'arispose la siconna. Va bè'; allora. arifece la prima. io pijerò la lenterna che fa vvede insinenta a cento mija lontano. Io. fece la siconna. pijerò la spada che ccome se ggira ammazza 'n'esercito sano. E io. disse la terza. pijerò er fucile che è bôno p'ammazzà' la lupa der palazzo de' re!. Annamo. féceno. E incominciorno a scegne giú pe' le scale. Er napoletano cacciò la saraca, e se messe a aspettà' che uscisseno de fòra. Infatti, ammalappena la prima messe fôra la mano che tieneva la lenterna, zúnfete!"
Roman,Gemini 2.5 - flash,literature,"Che cosa s'è presa la siconna pe' la spedizione, e che potere c'aveva l'arma sua?",Io. fece la siconna. pijerò la spada che ccome se ggira ammazza 'n'esercito sano.,"Cosa si è presa la seconda per la spedizione, e che potere aveva la sua arma?","""Io,"" disse la seconda, ""prenderò la spada che, come si gira, uccide un esercito intero.""","Ce s'avvicina piano piano, mette l'occhio ar bucio de la seratura, vede tre vvecchie che discorèveno. Se mette a ssentì', e quella più granne diceva: - È sònata mezzanotte e li mariti nostri nun se vedeno. J'avesse da esse' successa quarche cosa? Guasi guasi sarebbe giro d'annaje un po' incontro: che ne dite?. Annamo sicuro. j'arispose la siconna. Va bè'; allora. arifece la prima. io pijerò la lenterna che fa vvede insinenta a cento mija lontano. Io. fece la siconna. pijerò la spada che ccome se ggira ammazza 'n'esercito sano. E io. disse la terza. pijerò er fucile che è bôno p'ammazzà' la lupa der palazzo de' re!. Annamo. féceno. E incominciorno a scegne giú pe' le scale. Er napoletano cacciò la saraca, e se messe a aspettà' che uscisseno de fòra. Infatti, ammalappena la prima messe fôra la mano che tieneva la lenterna, zúnfete!"
